"Variable code","Variable name","Province","Citizenship","Year","Estimate","± 1 standard error"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2007","69405","5078"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2007","64893","5517"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2007","1613","1323"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2007","453538","16087"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2007","25872","3364"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2007","336275","13710"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2007","534039","22503"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2007","2368","1919"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2008","348834","18793"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2008","66582","4372"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2008","263914","14576"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2008","47129","4310"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2008","65951","6957"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2008","61147","6003"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2008","334","191"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2008","474070","18359"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2008","27933","3711"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2008","414857","16912"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2008","587671","21730"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2008","1053","468"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2009","249219","13400"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2009","63903","5778"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2009","235848","13964"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2009","38121","3955"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2009","51685","7134"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2009","49785","4520"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2009","2738","1667"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2009","444355","23372"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2009","22040","3209"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2009","347682","17799"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2009","460454","18373"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2009","271","121"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2010","270084","14811"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2010","56857","3865"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2010","216954","11840"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2010","51022","4841"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2010","50728","4399"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2010","54206","4629"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2010","1873","1215"
"TOWFK","Total waterfowl harvest","Nunavut","All hunters","2010","120","114"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2010","435977","16010"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2010","30261","4137"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2010","340402","13653"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2010","496805","19527"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2011","291387","16798"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2011","64017","4295"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2011","228334","18169"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2011","44370","4136"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2011","52604","5974"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2011","49385","4129"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2011","835","457"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2011","471300","19778"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2011","28564","3736"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2011","382059","16614"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2011","614483","25220"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2011","689","466"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2012","272873","16078"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2012","73408","5585"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2012","237520","13736"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2012","44073","4324"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2012","61635","7588"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2012","49969","4840"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2012","2130","1201"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2012","423423","19563"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2012","36440","6160"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2012","352708","16541"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2012","597907","24007"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2012","1439","867"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2013","323880","19141"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2013","56987","3862"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2013","246393","14515"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2013","50551","6796"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2013","60487","7303"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2013","58585","5298"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2013","1399","920"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2013","469785","20890"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2013","27497","3814"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2013","341561","18905"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2013","647310","25846"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2013","2516","1930"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2014","343990","31091"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2014","66137","5282"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2014","211989","13804"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2014","45649","5438"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2014","29513","3578"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2014","33233","3293"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2014","3884","3557"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2014","503214","24381"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2014","29185","5874"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2014","368650","16276"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2014","672611","26641"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2014","906","536"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2015","340432","21753"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2015","57751","4476"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2015","220887","16475"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2015","38371","5403"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2015","34593","4294"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2015","45270","5626"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2015","1052","553"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2015","527983","27063"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2015","19597","3188"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2015","307779","15286"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2015","573289","24813"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2015","969","459"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2016","329779","23107"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2016","53992","4885"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2016","234521","16313"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2016","43136","5836"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2016","27698","3294"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2016","42626","3592"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2016","1639","1025"
"TOWFK","Total waterfowl harvest","Nunavut","All hunters","2016","368","352"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2016","413320","20743"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2016","21474","4545"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2016","288205","12371"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2016","575007","27156"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2016","970","564"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2017","386346","26763"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2017","53548","3994"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2017","171539","13309"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2017","31441","3796"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2017","40736","4839"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2017","39596","4070"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2017","710","141"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2017","431265","20531"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2017","14470","2495"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2017","336621","15303"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2017","564930","26363"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2017","1575","1549"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2018","366642","22583"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2018","56585","4298"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2018","170811","9787"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2018","44221","6378"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2018","29998","3731"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2018","44337","4285"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2018","372","254"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2018","425221","26708"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2018","18724","3972"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2018","236940","13096"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2018","522904","26639"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2018","1534","895"
"WOODK","Woodcock harvest","New Brunswick","All hunters","1969","10884","1982"
"WOODK","Woodcock harvest","Nova Scotia","All hunters","1969","4981","867"
"WOODK","Woodcock harvest","Ontario","All hunters","1969","52926","7794"
"WOODK","Woodcock harvest","Prince Edward Island","All hunters","1969","81","26"
"WOODK","Woodcock harvest","Quebec","All hunters","1969","13347","2481"
"WOODK","Woodcock harvest","New Brunswick","All hunters","1970","721","261"
"WOODK","Woodcock harvest","Nova Scotia","All hunters","1970","7127","1490"
"WOODK","Woodcock harvest","Ontario","All hunters","1970","43168","6433"
"WOODK","Woodcock harvest","Prince Edward Island","All hunters","1970","105","31"
"WOODK","Woodcock harvest","Quebec","All hunters","1970","21468","4159"
"WOODK","Woodcock harvest","New Brunswick","All hunters","1971","5671","1083"
"WOODK","Woodcock harvest","Nova Scotia","All hunters","1971","6988","1317"
"WOODK","Woodcock harvest","Ontario","All hunters","1971","43615","6126"
"WOODK","Woodcock harvest","Prince Edward Island","All hunters","1971","233","66"
"WOODK","Woodcock harvest","Quebec","All hunters","1971","27576","5758"
"WOODK","Woodcock harvest","New Brunswick","All hunters","1972","9359","1663"
"WOODK","Woodcock harvest","Nova Scotia","All hunters","1972","7356","2042"
"WOODK","Woodcock harvest","Ontario","All hunters","1972","69379","9520"
"WOODK","Woodcock harvest","Prince Edward Island","All hunters","1972","115","65"
"WOODK","Woodcock harvest","Quebec","All hunters","1972","32570","5656"
"WOODK","Woodcock harvest","New Brunswick","All hunters","1973","12008","2469"
"WOODK","Woodcock harvest","Nova Scotia","All hunters","1973","5168","1518"
"WOODK","Woodcock harvest","Ontario","All hunters","1973","57059","7603"
"WOODK","Woodcock harvest","Prince Edward Island","All hunters","1973","57","46"
"WOODK","Woodcock harvest","Quebec","All hunters","1973","32916","5037"
"WOODK","Woodcock harvest","New Brunswick","All hunters","1974","13731","3152"
"WOODK","Woodcock harvest","Nova Scotia","All hunters","1974","7945","1699"
"WOODK","Woodcock harvest","Ontario","All hunters","1974","59720","8496"
"WOODK","Woodcock harvest","Prince Edward Island","All hunters","1974","540","383"
"WOODK","Woodcock harvest","Quebec","All hunters","1974","28813","4475"
"WOODK","Woodcock harvest","New Brunswick","All hunters","1975","14013","2733"
"WOODK","Woodcock harvest","Nova Scotia","All hunters","1975","10843","2144"
"WOODK","Woodcock harvest","Ontario","All hunters","1975","63078","7353"
"WOODK","Woodcock harvest","Prince Edward Island","All hunters","1975","390","112"
